# IntelliJ IDEA Java code-style option inventory — the complete Java setting surface.
#
# Extracted from intellij-community @ master:
#   platform/code-style-api/src/com/intellij/psi/codeStyle/CommonCodeStyleSettings.java
#     (`common` scope, and its nested `IndentOptions` as the `indent` scope)
#   java/java-frontback-impl/src/com/intellij/psi/codeStyle/JavaCodeStyleSettings.java
#     (`java` scope; `JavaLanguageCodeStyleSettingsProvider.getAdditionalAccessors` adds
#      the synthetic `repeat_annotations` list property)
#
# Columns: xml-option-name <TAB> scope <TAB> value-kind <TAB> editorconfig-key
#
#   scope           where the option lives in a code-style scheme XML:
#     indent        <codeStyleSettings language="JAVA"><indentOptions>
#     common        <codeStyleSettings language="JAVA">
#     java          <JavaCodeStyleSettings>
#     general       <code_scheme> directly (GeneralCodeStylePropertyMapper's GENERAL_FIELDS —
#                   language-neutral, so its .editorconfig keys take the bare `ij_` domain)
#     editorconfig  no XML representation at all: an EditorConfig core property IntelliJ honors
#                   but stores outside the code-style scheme
#
#   value-kind      bool | int | string | wrap | brace | force-braces | package-table |
#                   value-list | wrap-on-typing | rearrange-mode | javadoc-names
#                   (`wrap` / `brace` / `force-braces` are raw ints in XML and named tokens
#                    in .editorconfig, with a *different* table per kind)
#
#   editorconfig-key  the `.editorconfig` spelling, `-` when the option is XML-only.
#     It is `ij_java_` + `PropertyNameUtil.getPropertyName(field)` — the field name
#     lowercased, with the SPACE_WITHIN -> SPACES_WITHIN / SPACE_AROUND -> SPACES_AROUND
#     rewrites — unless `@Property(externalName = ...)` overrides it (JD_* -> doc_*,
#     BRACE_STYLE -> block_brace_style, ...). Four settings surface under their universal
#     EditorConfig names instead (indent_size / tab_width / indent_style / max_line_length),
#     and two under the language-neutral `ij_` domain (ij_continuation_indent_size /
#     ij_smart_tabs). Java exposes only the SmartIndentOptionsEditor subset of
#     <indentOptions>; the rest of that scope is XML-only.
#
# `import::intellij`'s coverage test asserts every row here is captured by the model.
ANNOTATION_NEW_LINE_IN_RECORD_COMPONENT	java	bool	ij_java_annotation_new_line_in_record_component
ANNOTATION_PARAMETER_WRAP	java	wrap	ij_java_annotation_parameter_wrap
ARRAY_ELEMENT_INDENT	indent	int	-
ARRAY_INITIALIZER_LBRACE_ON_NEXT_LINE	common	bool	ij_java_array_initializer_new_line_after_left_brace
ARRAY_INITIALIZER_RBRACE_ON_NEXT_LINE	common	bool	ij_java_array_initializer_right_brace_on_new_line
ARRAY_INITIALIZER_WRAP	common	wrap	ij_java_array_initializer_wrap
ASSERT_STATEMENT_COLON_ON_NEXT_LINE	common	bool	ij_java_assert_statement_colon_on_next_line
ASSERT_STATEMENT_WRAP	common	wrap	ij_java_assert_statement_wrap
ASSIGNMENT_WRAP	common	wrap	ij_java_assignment_wrap
BINARY_OPERATION_SIGN_ON_NEXT_LINE	common	bool	ij_java_binary_operation_sign_on_next_line
BINARY_OPERATION_WRAP	common	wrap	ij_java_binary_operation_wrap
BLANK_LINES_AFTER_ANONYMOUS_CLASS_HEADER	common	int	ij_java_blank_lines_after_anonymous_class_header
BLANK_LINES_AFTER_CLASS_HEADER	common	int	ij_java_blank_lines_after_class_header
BLANK_LINES_AFTER_IMPORTS	common	int	ij_java_blank_lines_after_imports
BLANK_LINES_AFTER_PACKAGE	common	int	ij_java_blank_lines_after_package
BLANK_LINES_AROUND_CLASS	common	int	ij_java_blank_lines_around_class
BLANK_LINES_AROUND_FIELD	common	int	ij_java_blank_lines_around_field
BLANK_LINES_AROUND_FIELD_IN_INTERFACE	common	int	ij_java_blank_lines_around_field_in_interface
BLANK_LINES_AROUND_FIELD_WITH_ANNOTATIONS	java	int	ij_java_blank_lines_around_field_with_annotations
BLANK_LINES_AROUND_INITIALIZER	java	int	ij_java_blank_lines_around_initializer
BLANK_LINES_AROUND_METHOD	common	int	ij_java_blank_lines_around_method
BLANK_LINES_AROUND_METHOD_IN_INTERFACE	common	int	ij_java_blank_lines_around_method_in_interface
BLANK_LINES_BEFORE_CLASS_END	common	int	ij_java_blank_lines_before_class_end
BLANK_LINES_BEFORE_IMPORTS	common	int	ij_java_blank_lines_before_imports
BLANK_LINES_BEFORE_METHOD_BODY	common	int	ij_java_blank_lines_before_method_body
BLANK_LINES_BEFORE_PACKAGE	common	int	ij_java_blank_lines_before_package
BLANK_LINES_BETWEEN_CASE_BLOCKS	common	int	ij_java_blank_lines_between_case_blocks
BLANK_LINES_BETWEEN_RECORD_COMPONENTS	java	int	ij_java_blank_lines_between_record_components
BLOCK_COMMENT_ADD_SPACE	common	bool	ij_java_block_comment_add_space
BLOCK_COMMENT_AT_FIRST_COLUMN	common	bool	ij_java_block_comment_at_first_column
BRACE_STYLE	common	brace	ij_java_block_brace_style
CALL_PARAMETERS_LPAREN_ON_NEXT_LINE	common	bool	ij_java_call_parameters_new_line_after_left_paren
CALL_PARAMETERS_RPAREN_ON_NEXT_LINE	common	bool	ij_java_call_parameters_right_paren_on_new_line
CALL_PARAMETERS_WRAP	common	wrap	ij_java_call_parameters_wrap
CALL_PARAMETER_INDENT	indent	int	-
CASE_STATEMENT_ON_NEW_LINE	common	bool	ij_java_case_statement_on_separate_line
CATCH_ON_NEW_LINE	common	bool	ij_java_catch_on_new_line
CHAINED_CALL_INDENT	indent	int	-
CLASS_ANNOTATION_WRAP	common	wrap	ij_java_class_annotation_wrap
CLASS_BRACE_STYLE	common	brace	ij_java_class_brace_style
CLASS_COUNT_TO_USE_IMPORT_ON_DEMAND	java	int	ij_java_class_count_to_use_import_on_demand
CLASS_NAMES_IN_JAVADOC	java	javadoc-names	ij_java_class_names_in_javadoc
CONTINUATION_INDENT_SIZE	indent	int	ij_continuation_indent_size
DECLARATION_PARAMETER_INDENT	indent	int	-
DECONSTRUCTION_LIST_WRAP	java	wrap	ij_java_deconstruction_list_wrap
DELETE_UNUSED_MODULE_IMPORTS	java	bool	ij_java_delete_unused_module_imports
DOCUMENTATION_LINE_COMMENT_PREFERRED	common	bool	ij_java_documentation_line_comment_preferred
DOWHILE_BRACE_FORCE	common	force-braces	ij_java_do_while_brace_force
DO_NOT_INDENT_TOP_LEVEL_CLASS_MEMBERS	common	bool	ij_java_do_not_indent_top_level_class_members
DO_NOT_WRAP_AFTER_SINGLE_ANNOTATION	java	bool	ij_java_do_not_wrap_after_single_annotation
DO_NOT_WRAP_AFTER_SINGLE_ANNOTATION_IN_PARAMETER	java	bool	ij_java_do_not_wrap_after_single_annotation_in_parameter
ELSE_ON_NEW_LINE	common	bool	ij_java_else_on_new_line
ENABLE_JAVADOC_FORMATTING	java	bool	ij_java_doc_enable_formatting
ENUM_CONSTANTS_WRAP	common	wrap	ij_java_enum_constants_wrap
ENUM_FIELD_ANNOTATION_WRAP	java	wrap	ij_java_enum_field_annotation_wrap
EXTENDS_KEYWORD_WRAP	common	wrap	ij_java_extends_keyword_wrap
EXTENDS_LIST_WRAP	common	wrap	ij_java_extends_list_wrap
FIELD_ANNOTATION_WRAP	common	wrap	ij_java_field_annotation_wrap
FIELD_NAME_PREFIX	java	string	ij_java_field_name_prefix
FIELD_NAME_SUFFIX	java	string	ij_java_field_name_suffix
FINALLY_ON_NEW_LINE	common	bool	ij_java_finally_on_new_line
FORCE_REARRANGE_MODE	common	rearrange-mode	ij_java_force_rearrange_mode
FOR_BRACE_FORCE	common	force-braces	ij_java_for_brace_force
FOR_STATEMENT_LPAREN_ON_NEXT_LINE	common	bool	ij_java_for_statement_new_line_after_left_paren
FOR_STATEMENT_RPAREN_ON_NEXT_LINE	common	bool	ij_java_for_statement_right_paren_on_new_line
FOR_STATEMENT_WRAP	common	wrap	ij_java_for_statement_wrap
GENERATE_FINAL_LOCALS	java	bool	ij_java_generate_final_locals
GENERATE_FINAL_PARAMETERS	java	bool	ij_java_generate_final_parameters
GENERATE_USE_TYPE_ANNOTATION_BEFORE_TYPE	java	bool	ij_java_generate_use_type_annotation_before_type
GENERIC_TYPE_PARAMETER_INDENT	indent	int	-
IF_BRACE_FORCE	common	force-braces	ij_java_if_brace_force
IMPORT_LAYOUT_TABLE	java	package-table	ij_java_imports_layout
INDENT_BREAK_FROM_CASE	common	bool	ij_java_indent_break_from_case
INDENT_CASE_FROM_SWITCH	common	bool	ij_java_indent_case_from_switch
INDENT_SIZE	indent	int	indent_size
INSERT_INNER_CLASS_IMPORTS	java	bool	ij_java_insert_inner_class_imports
INSERT_OVERRIDE_ANNOTATION	java	bool	ij_java_insert_override_annotation
JD_ADD_BLANK_AFTER_DESCRIPTION	java	bool	ij_java_doc_add_blank_line_after_description
JD_ADD_BLANK_AFTER_PARM_COMMENTS	java	bool	ij_java_doc_add_blank_line_after_param_comments
JD_ADD_BLANK_AFTER_RETURN	java	bool	ij_java_doc_add_blank_line_after_return
JD_ALIGN_EXCEPTION_COMMENTS	java	bool	ij_java_doc_align_exception_comments
JD_ALIGN_PARAM_COMMENTS	java	bool	ij_java_doc_align_param_comments
JD_DO_NOT_WRAP_ONE_LINE_COMMENTS	java	bool	ij_java_doc_do_not_wrap_if_one_line
JD_INDENT_ON_CONTINUATION	java	bool	ij_java_doc_indent_on_continuation
JD_KEEP_EMPTY_EXCEPTION	java	bool	ij_java_doc_keep_empty_throws_tag
JD_KEEP_EMPTY_LINES	java	bool	ij_java_doc_keep_empty_lines
JD_KEEP_EMPTY_PARAMETER	java	bool	ij_java_doc_keep_empty_parameter_tag
JD_KEEP_EMPTY_RETURN	java	bool	ij_java_doc_keep_empty_return_tag
JD_KEEP_INVALID_TAGS	java	bool	ij_java_doc_keep_invalid_tags
JD_LEADING_ASTERISKS_ARE_ENABLED	java	bool	ij_java_doc_enable_leading_asterisks
JD_PARAM_DESCRIPTION_ON_NEW_LINE	java	bool	ij_java_doc_param_description_on_new_line
JD_PRESERVE_LINE_FEEDS	java	bool	ij_java_doc_preserve_line_breaks
JD_P_AT_EMPTY_LINES	java	bool	ij_java_doc_add_p_tag_on_empty_lines
JD_USE_THROWS_NOT_EXCEPTION	java	bool	ij_java_doc_use_throws_not_exception_tag
KEEP_BLANK_LINES_BEFORE_RBRACE	common	int	ij_java_keep_blank_lines_before_right_brace
KEEP_BLANK_LINES_BETWEEN_PACKAGE_DECLARATION_AND_HEADER	common	int	ij_java_keep_blank_lines_between_package_declaration_and_header
KEEP_BLANK_LINES_IN_CODE	common	int	ij_java_keep_blank_lines_in_code
KEEP_BLANK_LINES_IN_DECLARATIONS	common	int	ij_java_keep_blank_lines_in_declarations
KEEP_BUILDER_METHODS_INDENTS	common	bool	ij_java_keep_builder_methods_indents
KEEP_CONTROL_STATEMENT_IN_ONE_LINE	common	bool	ij_java_keep_control_statement_in_one_line
KEEP_FIRST_COLUMN_COMMENT	common	bool	ij_java_keep_first_column_comment
KEEP_INDENTS_ON_EMPTY_LINES	indent	bool	ij_java_keep_indents_on_empty_lines
KEEP_LINE_BREAKS	common	bool	ij_java_keep_line_breaks
KEEP_MULTIPLE_EXPRESSIONS_IN_ONE_LINE	common	bool	ij_java_keep_multiple_expressions_in_one_line
KEEP_SIMPLE_BLOCKS_IN_ONE_LINE	common	bool	ij_java_keep_simple_blocks_in_one_line
KEEP_SIMPLE_CLASSES_IN_ONE_LINE	common	bool	ij_java_keep_simple_classes_in_one_line
KEEP_SIMPLE_LAMBDAS_IN_ONE_LINE	common	bool	ij_java_keep_simple_lambdas_in_one_line
KEEP_SIMPLE_METHODS_IN_ONE_LINE	common	bool	ij_java_keep_simple_methods_in_one_line
LABEL_INDENT_ABSOLUTE	indent	bool	-
LABEL_INDENT_SIZE	indent	int	-
LAMBDA_BRACE_STYLE	common	brace	ij_java_lambda_brace_style
LAYOUT_ON_DEMAND_IMPORT_FROM_SAME_PACKAGE_FIRST	java	bool	ij_java_layout_on_demand_import_from_same_package_first
LAYOUT_STATIC_IMPORTS_SEPARATELY	java	bool	ij_java_layout_static_imports_separately
LINE_COMMENT_ADD_SPACE	common	bool	ij_java_line_comment_add_space
LINE_COMMENT_ADD_SPACE_IN_SUPPRESSION	common	bool	ij_java_line_comment_add_space_in_suppression
LINE_COMMENT_ADD_SPACE_ON_REFORMAT	common	bool	ij_java_line_comment_add_space_on_reformat
LINE_COMMENT_AT_FIRST_COLUMN	common	bool	ij_java_line_comment_at_first_column
LOCAL_VARIABLE_NAME_PREFIX	java	string	ij_java_local_variable_name_prefix
LOCAL_VARIABLE_NAME_SUFFIX	java	string	ij_java_local_variable_name_suffix
METHOD_ANNOTATION_WRAP	common	wrap	ij_java_method_annotation_wrap
METHOD_BRACE_STYLE	common	brace	ij_java_method_brace_style
METHOD_CALL_CHAIN_WRAP	common	wrap	ij_java_method_call_chain_wrap
METHOD_PARAMETERS_LPAREN_ON_NEXT_LINE	common	bool	ij_java_method_parameters_new_line_after_left_paren
METHOD_PARAMETERS_RPAREN_ON_NEXT_LINE	common	bool	ij_java_method_parameters_right_paren_on_new_line
METHOD_PARAMETERS_WRAP	common	wrap	ij_java_method_parameters_wrap
MODIFIER_LIST_WRAP	common	bool	ij_java_modifier_list_wrap
MULTI_CATCH_TYPES_WRAP	java	wrap	ij_java_multi_catch_types_wrap
NAMES_COUNT_TO_USE_IMPORT_ON_DEMAND	java	int	ij_java_names_count_to_use_import_on_demand
NEW_LINE_AFTER_LPAREN_IN_ANNOTATION	java	bool	ij_java_new_line_after_lparen_in_annotation
NEW_LINE_AFTER_LPAREN_IN_DECONSTRUCTION_PATTERN	java	bool	ij_java_new_line_after_lparen_in_deconstruction_pattern
NEW_LINE_AFTER_LPAREN_IN_RECORD_HEADER	java	bool	ij_java_new_line_after_lparen_in_record_header
NEW_LINE_WHEN_BODY_IS_PRESENTED	java	bool	ij_java_new_line_when_body_is_presented
PACKAGES_TO_USE_IMPORT_ON_DEMAND	java	package-table	ij_java_packages_to_use_import_on_demand
PARAMETER_ANNOTATION_WRAP	common	wrap	ij_java_parameter_annotation_wrap
PARAMETER_NAME_PREFIX	java	string	ij_java_parameter_name_prefix
PARAMETER_NAME_SUFFIX	java	string	ij_java_parameter_name_suffix
PARENTHESES_EXPRESSION_LPAREN_WRAP	common	bool	ij_java_parentheses_expression_new_line_after_left_paren
PARENTHESES_EXPRESSION_RPAREN_WRAP	common	bool	ij_java_parentheses_expression_right_paren_on_new_line
PLACE_ASSIGNMENT_SIGN_ON_NEXT_LINE	common	bool	ij_java_place_assignment_sign_on_next_line
PREFER_LONGER_NAMES	java	bool	ij_java_prefer_longer_names
PREFER_PARAMETERS_WRAP	common	bool	ij_java_prefer_parameters_wrap
PRESERVE_MODULE_IMPORTS	java	bool	ij_java_preserve_module_imports
RECORD_COMPONENTS_WRAP	java	wrap	ij_java_record_components_wrap
REPEAT_ANNOTATIONS	java	value-list	ij_java_repeat_annotations
REPEAT_SYNCHRONIZED	java	bool	ij_java_repeat_synchronized
REPLACE_CAST	java	bool	ij_java_replace_cast
REPLACE_INSTANCEOF	java	bool	ij_java_replace_instanceof
REPLACE_INSTANCEOF_AND_CAST	java	bool	ij_java_replace_instanceof_and_cast
REPLACE_NULL_CHECK	java	bool	ij_java_replace_null_check
REPLACE_SUM	java	bool	ij_java_replace_sum_lambda_with_method_ref
RESOURCE_LIST_LPAREN_ON_NEXT_LINE	common	bool	ij_java_resource_list_new_line_after_left_paren
RESOURCE_LIST_RPAREN_ON_NEXT_LINE	common	bool	ij_java_resource_list_right_paren_on_new_line
RESOURCE_LIST_WRAP	common	wrap	ij_java_resource_list_wrap
RIGHT_MARGIN	common	int	max_line_length
RPAREN_ON_NEW_LINE_IN_ANNOTATION	java	bool	ij_java_rparen_on_new_line_in_annotation
RPAREN_ON_NEW_LINE_IN_DECONSTRUCTION_PATTERN	java	bool	ij_java_rparen_on_new_line_in_deconstruction_pattern
RPAREN_ON_NEW_LINE_IN_RECORD_HEADER	java	bool	ij_java_rparen_on_new_line_in_record_header
SMART_TABS	indent	bool	ij_smart_tabs
SPACES_INSIDE_BLOCK_BRACES_WHEN_BODY_IS_PRESENT	java	bool	ij_java_spaces_inside_block_braces_when_body_is_present
SPACES_WITHIN_ANGLE_BRACKETS	java	bool	ij_java_spaces_within_angle_brackets
SPACE_AFTER_CLOSING_ANGLE_BRACKET_IN_TYPE_ARGUMENT	java	bool	ij_java_space_after_closing_angle_bracket_in_type_argument
SPACE_AFTER_COLON	common	bool	ij_java_space_after_colon
SPACE_AFTER_COMMA	common	bool	ij_java_space_after_comma
SPACE_AFTER_COMMA_IN_TYPE_ARGUMENTS	common	bool	ij_java_space_after_comma_in_type_arguments
SPACE_AFTER_QUEST	common	bool	ij_java_space_after_quest
SPACE_AFTER_SEMICOLON	common	bool	ij_java_space_after_for_semicolon
SPACE_AFTER_TYPE_CAST	common	bool	ij_java_space_after_type_cast
SPACE_AROUND_ADDITIVE_OPERATORS	common	bool	ij_java_spaces_around_additive_operators
SPACE_AROUND_ANNOTATION_EQ	java	bool	ij_java_spaces_around_annotation_eq
SPACE_AROUND_ASSIGNMENT_OPERATORS	common	bool	ij_java_spaces_around_assignment_operators
SPACE_AROUND_BITWISE_OPERATORS	common	bool	ij_java_spaces_around_bitwise_operators
SPACE_AROUND_EQUALITY_OPERATORS	common	bool	ij_java_spaces_around_equality_operators
SPACE_AROUND_LAMBDA_ARROW	common	bool	ij_java_spaces_around_lambda_arrow
SPACE_AROUND_LOGICAL_OPERATORS	common	bool	ij_java_spaces_around_logical_operators
SPACE_AROUND_METHOD_REF_DBL_COLON	common	bool	ij_java_spaces_around_method_ref_dbl_colon
SPACE_AROUND_MULTIPLICATIVE_OPERATORS	common	bool	ij_java_spaces_around_multiplicative_operators
SPACE_AROUND_RELATIONAL_OPERATORS	common	bool	ij_java_spaces_around_relational_operators
SPACE_AROUND_SHIFT_OPERATORS	common	bool	ij_java_spaces_around_shift_operators
SPACE_AROUND_TYPE_BOUNDS_IN_TYPE_PARAMETERS	java	bool	ij_java_spaces_around_type_bounds_in_type_parameters
SPACE_AROUND_UNARY_OPERATOR	common	bool	ij_java_spaces_around_unary_operator
SPACE_BEFORE_ANNOTATION_ARRAY_INITIALIZER_LBRACE	common	bool	ij_java_space_before_annotation_array_initializer_left_brace
SPACE_BEFORE_ANOTATION_PARAMETER_LIST	common	bool	ij_java_space_before_annotation_parameter_list
SPACE_BEFORE_ARRAY_INITIALIZER_LBRACE	common	bool	ij_java_space_before_array_initializer_left_brace
SPACE_BEFORE_CATCH_KEYWORD	common	bool	ij_java_space_before_catch_keyword
SPACE_BEFORE_CATCH_LBRACE	common	bool	ij_java_space_before_catch_left_brace
SPACE_BEFORE_CATCH_PARENTHESES	common	bool	ij_java_space_before_catch_parentheses
SPACE_BEFORE_CLASS_LBRACE	common	bool	ij_java_space_before_class_left_brace
SPACE_BEFORE_COLON	common	bool	ij_java_space_before_colon
SPACE_BEFORE_COLON_IN_FOREACH	java	bool	ij_java_space_before_colon_in_foreach
SPACE_BEFORE_COMMA	common	bool	ij_java_space_before_comma
SPACE_BEFORE_DECONSTRUCTION_LIST	java	bool	ij_java_space_before_deconstruction_list
SPACE_BEFORE_DO_LBRACE	common	bool	ij_java_space_before_do_left_brace
SPACE_BEFORE_ELSE_KEYWORD	common	bool	ij_java_space_before_else_keyword
SPACE_BEFORE_ELSE_LBRACE	common	bool	ij_java_space_before_else_left_brace
SPACE_BEFORE_FINALLY_KEYWORD	common	bool	ij_java_space_before_finally_keyword
SPACE_BEFORE_FINALLY_LBRACE	common	bool	ij_java_space_before_finally_left_brace
SPACE_BEFORE_FOR_LBRACE	common	bool	ij_java_space_before_for_left_brace
SPACE_BEFORE_FOR_PARENTHESES	common	bool	ij_java_space_before_for_parentheses
SPACE_BEFORE_IF_LBRACE	common	bool	ij_java_space_before_if_left_brace
SPACE_BEFORE_IF_PARENTHESES	common	bool	ij_java_space_before_if_parentheses
SPACE_BEFORE_METHOD_CALL_PARENTHESES	common	bool	ij_java_space_before_method_call_parentheses
SPACE_BEFORE_METHOD_LBRACE	common	bool	ij_java_space_before_method_left_brace
SPACE_BEFORE_METHOD_PARENTHESES	common	bool	ij_java_space_before_method_parentheses
SPACE_BEFORE_OPENING_ANGLE_BRACKET_IN_TYPE_PARAMETER	java	bool	ij_java_space_before_opening_angle_bracket_in_type_parameter
SPACE_BEFORE_QUEST	common	bool	ij_java_space_before_quest
SPACE_BEFORE_SEMICOLON	common	bool	ij_java_space_before_for_semicolon
SPACE_BEFORE_SWITCH_LBRACE	common	bool	ij_java_space_before_switch_left_brace
SPACE_BEFORE_SWITCH_PARENTHESES	common	bool	ij_java_space_before_switch_parentheses
SPACE_BEFORE_SYNCHRONIZED_LBRACE	common	bool	ij_java_space_before_synchronized_left_brace
SPACE_BEFORE_SYNCHRONIZED_PARENTHESES	common	bool	ij_java_space_before_synchronized_parentheses
SPACE_BEFORE_TRY_LBRACE	common	bool	ij_java_space_before_try_left_brace
SPACE_BEFORE_TRY_PARENTHESES	common	bool	ij_java_space_before_try_parentheses
SPACE_BEFORE_TYPE_PARAMETER_LIST	common	bool	ij_java_space_before_type_parameter_list
SPACE_BEFORE_WHILE_KEYWORD	common	bool	ij_java_space_before_while_keyword
SPACE_BEFORE_WHILE_LBRACE	common	bool	ij_java_space_before_while_left_brace
SPACE_BEFORE_WHILE_PARENTHESES	common	bool	ij_java_space_before_while_parentheses
SPACE_INSIDE_ONE_LINE_ENUM_BRACES	java	bool	ij_java_space_inside_one_line_enum_braces
SPACE_WITHIN_ANNOTATION_PARENTHESES	common	bool	ij_java_spaces_within_annotation_parentheses
SPACE_WITHIN_ARRAY_INITIALIZER_BRACES	common	bool	ij_java_spaces_within_array_initializer_braces
SPACE_WITHIN_BRACES	common	bool	ij_java_spaces_within_braces
SPACE_WITHIN_BRACKETS	common	bool	ij_java_spaces_within_brackets
SPACE_WITHIN_CAST_PARENTHESES	common	bool	ij_java_spaces_within_cast_parentheses
SPACE_WITHIN_CATCH_PARENTHESES	common	bool	ij_java_spaces_within_catch_parentheses
SPACE_WITHIN_DECONSTRUCTION_LIST	java	bool	ij_java_spaces_within_deconstruction_list
SPACE_WITHIN_EMPTY_ARRAY_INITIALIZER_BRACES	common	bool	ij_java_space_within_empty_array_initializer_braces
SPACE_WITHIN_EMPTY_METHOD_CALL_PARENTHESES	common	bool	ij_java_space_within_empty_method_call_parentheses
SPACE_WITHIN_EMPTY_METHOD_PARENTHESES	common	bool	ij_java_space_within_empty_method_parentheses
SPACE_WITHIN_FOR_PARENTHESES	common	bool	ij_java_spaces_within_for_parentheses
SPACE_WITHIN_IF_PARENTHESES	common	bool	ij_java_spaces_within_if_parentheses
SPACE_WITHIN_METHOD_CALL_PARENTHESES	common	bool	ij_java_spaces_within_method_call_parentheses
SPACE_WITHIN_METHOD_PARENTHESES	common	bool	ij_java_spaces_within_method_parentheses
SPACE_WITHIN_PARENTHESES	common	bool	ij_java_spaces_within_parentheses
SPACE_WITHIN_RECORD_HEADER	java	bool	ij_java_spaces_within_record_header
SPACE_WITHIN_SWITCH_PARENTHESES	common	bool	ij_java_spaces_within_switch_parentheses
SPACE_WITHIN_SYNCHRONIZED_PARENTHESES	common	bool	ij_java_spaces_within_synchronized_parentheses
SPACE_WITHIN_TRY_PARENTHESES	common	bool	ij_java_spaces_within_try_parentheses
SPACE_WITHIN_WHILE_PARENTHESES	common	bool	ij_java_spaces_within_while_parentheses
SPECIAL_ELSE_IF_TREATMENT	common	bool	ij_java_special_else_if_treatment
STATIC_FIELD_NAME_PREFIX	java	string	ij_java_static_field_name_prefix
STATIC_FIELD_NAME_SUFFIX	java	string	ij_java_static_field_name_suffix
STRIP_WHITESPACE_FROM_BLANK_LINES_IN_TEXT_BLOCKS	java	bool	ij_java_strip_whitespace_from_blank_lines_in_text_blocks
